text,negative_yn_self,distortion_yn,magnitude,distortion_category,negative_yn.y,thoughtcat,userid,Positive,Negative
camping at Woy Woy... no reception & sunscreen allergy my only worries... Took some great photos at the beach... Having an awesome time...,2,2,,,yes,1,d5380466e18422d7b2c2d54d57cbbde2,4,-4
"can not wait to go to Six Flags with Kevin this Saturday. Too bad family & Uncle will be with....but, it will be my birthday. :D",2,2,,,yes,1,98bcd7e7d81d569867b11f4c99f61d78,2,-2
Can nothing allay the fear and insecurity that are always tightening their grip on me? Answers to the question are equally as elusive as real solution to the inner problem.,1,2,1,,yes,1,82e932005d8c94bb93bcb54fa19f421c,1,-4
CAN'T WAIT FOR MIDNIGHT NIGHT! FINALLY THE BIG RELATIONSHIP SECRET WILL BE EXPOSED! YAY! HATE SECRETS!,2,2,,,yes,1,a7a3af125074cb806a200f51ea7e10bf,3,-5
"can't wait to perform scenes for drama tomorrow! i'll be playing year old girl named laurie in /brighton beach memoirs/""! :)""",2,2,,,no,NA,c3dcf614104a24210bfac607cd63a9f2,3,-1
"Can't...hold...on...much...looooongerrrrrrrr! Actually, think can make it another - days. It's just gonna be really tight trying to in-process, get my leave set up, and get ready for Christmas in the space of days.",1,2,2,,yes,1,7fc29084716097cb81f5be35b7290392,3,-1
cannot turn her head to the right. Is wondering if she can ride her bike without looking too much to the right.,2,2,,,yes,1,1e84bfe1c9bbd549913aad1bc57c8878,1,-1
"cannot understand for which particular portion of wisdom are people supporting Fr. Mark Montebello. Any particular reasons, or just the generic /progressive/"" bandwagoning?""",1,2,2,,no,NA,8a1c6e4eb35abbf1ae252628fca46cdb,3,-1
"Cant wait for the Reeble Jar Halloween concert on saturday night. Nicole Andresen-Douglas , Kayla Troutman and Sabrina Clark better come with me!! Or else will have my insect army lay eggs in their ears. :)",2,2,,,yes,1,2af06a0d2c453ef4340280ae57348351,3,-1
"Cause was born to tell you love you and am torn to do what have to, to make you mine Stay with me tonight",2,2,,,no,NA,4908adae6cf09defb838925defcc5e61,3,-1
"Change leads to Uncertainty, and Uncertainty opens Opportunity. These are very Serendipidist days - what will the next Synchronistic moment provide. Adaptable, Humble, and Persitant. Bwomp Bwomp Bwomp Bwomp",2,2,,,yes,1,d54fc1c6f03862c4b310f0a1e5105cef,1,-1
"Checkin'-out the museum from /Night in the Museum/"". Lookin'-forward to some living wax sculptures. :)""",2,2,,,yes,1,30723e9e5ecfe6d20e5e67d1163e3965,1,-1
Chemistry lecture and lab both cancelled because my professor is in the hopsital. Next class late this afternoon.,2,2,,,no,NA,cea00424ced413c108d878b1a14f3316,1,-2
"Children with special needs do not have an illness. It's not contagious. They only want what we all want: to be accepted. Can request anyone who is willing to post this to leave it on your status for at least day? It is /Special Education Week/""",2,2,,,no,NA,98402a19f626c91d1795df7446906795,2,-2
"Church, home, nothing else. Might go on walk. Putting off the other research until tomorrow and Tuesday.",2,2,,,no,NA,cea00424ced413c108d878b1a14f3316,1,-1
"Civil Engineering Pop quiz: who here knows what rebar is? If you do, or if you looked it up, then tell the world the difference between Asphalt, Cement, and Concrete. Another fun term: Gabeon!",2,2,,,no,NA,dc20f5b91f427d65c9fdbab6d45c8bc2,3,-1
Class dinner today! We graduate on Tuesday and then we have to change buildings and classmates. It's been great while it lasted guys!,2,2,,,yes,1,7fc29084716097cb81f5be35b7290392,4,-1
"Clench my teeth tight. My head is like sponge. Give to me free. wanna get ripped off, and drown in the airwaves!",1,2,2,,yes,1,57118d9a71e91b6568471ffbd7077415,1,-3
"Click /like/"" if i have ever made you smile :) . Then put this as your status and see how many people you've made smile :)""",2,2,,,no,NA,dcbe08425f5edef5e5c1053f21e83640,4,-1
"Code Geass is very good. wish Lelouch would just harden up and drink cup of concrete though. Taking Refrain, what an idiot.",2,2,,,no,NA,968157017daec34ee86050fe9bd72293,4,-4
"Come to the conclusion I'm having relapse :( Taking on too much, getting too far ahead of myself. Time to get back to basics and one day at time. Send happy thoughts.",1,2,3,,yes,2,29cda473b52e1c75fbfe958ed3aec565,2,-3
"Come... Come down to Earth, precious gift from the Skies. Pour down salvation on all of us. Cleanse the world from this corruption that breeds hate in our lives. Oh, Goddess, is this your LOVELESS?",2,2,,,yes,1,0724fe854bd455061ba84efecdeff469,3,-4
Contemplating the merits of going to bed...hard to choose between bed and you. like smiling like this.,2,2,,,no,NA,276d9dae51d0748f843b3525458ef54e,3,-1
COPY THIS INTO YOUR STATUS AND SEE WHAT PEOPLE RATE YOU!!! ) Crazy. ) I'd Marry You. ) Talkative. ) Sarcastic. ) Miss You. )Dizzy. ) Moody. ) Dumb. ) Mouthy. ) Spoilt. ) Random. ) Hot. ) Funny. ) Fit. ) Amazing. )Tough. ) Cute. ) Gf//Bf Type. ) Player. ) Love You. ) The Best. ) Couldnt Live Without u.,2,2,,,no,NA,b15cf300b5693210682e36cfe5f9789b,2,-1
"Crackin' day Gromit! Proud to know Bart and the guys from the mcc, the diner and the Goldwing owners club! Thanks for the ride and the drumkit! :) Over ?? raised today - you rock!",2,2,,,no,NA,41ef345410ba421410cb4d09c331aec3,4,-1
Creepy people are creepy... Some guy sat right next to me while was waiting for the train... Like... Almost on my lap... And now he's followed me onto the carriage that got on trying to get away from him... Ick!,1,2,4,,yes,1,d5380466e18422d7b2c2d54d57cbbde2,2,-1
Creepy people are creepy... Some guy sat right next to me while was waiting for the train... Like... Almost on my lap... And now he's followed me onto the carriage that got on trying to get away from him... Ick!,1,2,4,,yes,1,d5380466e18422d7b2c2d54d57cbbde2,2,-1
Crossing the bridge of salty wind madness and trekking mountains of ice and slushy snow is not an easy task... can't wait for the weekend already....,1,2,2,,yes,1,009d96a823b6f6c085c092fb177491f6,1,-2
"CSI: everyone that has antisocial PD//Brunner Syndrome (which were you going for?) is criminal mastermind. Let's cite those cool-sounding brain thingies, and then determine /everybody determines their own destiny! /"". Also",2,2,,,yes,1,4764518d32334248e6ebbf681a18fd0c,3,-2
Cuddling with my furry child ... The one with four legs :) while create my own little sims world to get away from the real world till about : pm then have to get ready to hit the office and do some actual work,2,2,,,yes,1,009d96a823b6f6c085c092fb177491f6,3,-1
DAAAAAAAAAAAAAAAAAAAAAAAAAAAAAYYYYYYYYYYYYYYYYYYYYYYZZZZZZZZZZZZ!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,2,2,,,mixed,1,NA,3,-1
"Dad approves of Kevin & being engaged. Thank God! {Not religious, just using the phrase!} That takes off lot of stress from my back. would of cried if he told us /NO./""""",2,2,,,no,NA,98bcd7e7d81d569867b11f4c99f61d78,3,-4
"Dammit, Justine Pabillare. Making me look for that picture thing JUST for the date. Now all this memory crap is all over my once clean room. xD",2,2,,,yes,1,2a9b90b41e9399bb331fef2582f657c3,1,-3
"DANGER: Rags, steel wool or waste soaked with this product may spontaneously catch fire if improperly discarded. Contains oxidizing oil. PRECAUTIONS: Immediately after use place soiled material in sealed water filled metal container.",2,2,,,yes,1,e076953cd3fcf8927b8f21574c0890f3,1,-2
"Dear Amy Lee; Thanks for writing the soundtrack of my life, and doing it so much better than ever would. love you girl! <",2,2,,,no,NA,NA,4,-1
"Dear customer: If tell you can't do something, looking at me like I'm piece of white trash and arguing will not give me the ability nor the desire to break procedure.",1,2,4,,yes,1,cea00424ced413c108d878b1a14f3316,2,-2
"Dear Gamestop, Kindly go jump off cliff and quit screwing me over. Sincerely, very pissed off customer.",1,2,4,,yes,1,6262f9ea246e00408561aa9a73c49175,1,-4
"Dear men: If it's unisex bathroom, please put the seat down when you're finished. mean, you've already touched it once, right? What's second time going to hurt?",1,2,2,,yes,1,0e3fdb89c7706b13891170ab2a9017c7,3,-3
"Dear mr spider, please stop building ur web across my path... Thats twice now since yesterday i have walked through it by mistake, i dont think i can cope if climb on me again. know i look like an idiot jumping up and down screaming, and yes the ppl on my street have seen me do it :(",1,2,3,,yes,1,64463aa93c9145fa0724a9e89ea7be2a,3,-4
"Dear parental units, Thanks for teaching me what useless, selfish, idiotic piece of worthless shit that am. shall go forth and disown my useless self by throwing out my useless shit out the window and into the dumpster. Oh while I'm at it might as well tell the whole world what fucktard am. That'll save you several minutes of your precious time that you should never waste on useless me. Sincerely, ME",1,1,5,mind-reading,yes,1,3d7847b1c33b5f5811208b4aa1a7ffbd,3,-5
"dearest beloved sister of mine, Dayang Hidayah, happy nd love. may be blessed wif evrytng beautiful in lyf. ? akak! (:",2,2,,,no,NA,193165601dfad67e79ef52b2caf9fd9e,3,-1
decided to remove craft bombing from cafe junior due to their unappreciativeness and relocate it to nice fence instead,2,2,,,yes,1,2549774d68d7ccbcba069afb45c7e237,3,-2
"Delegates from the original states formed the Contented Congress. Thomas Jefferson, Virgin, and Benjamin Franklin were two singers of the Declaration of Independence. Franklin discovered electricity by rubbing two cats backward and declared, /A horse divided against itself cannot stand./"" Franklin died in and is still dead.""",2,2,,,yes,1,b4d522888bedf4d3f50119d3f49aaddd,1,-3
"Delicious Blueberry Muffin for breakfast :) Work at , gotta clean my room and my car, then grocery shopping. Fun filled day if do say so myself :p",2,2,,,yes,1,c0289bdb4cd4eda90653b2c84af61e03,2,-1
"Depressionis not sign of weakness, it is sign that you have been trying to be strongfor too long. Put this as your status if you know someone who has orhas had depression. Will you do it and leave it on your status for atleast an hour? Most people won't, but it's mental health week and in of us will suffer at some point in our... lives. Show your support :) copied and pasted, will you?",2,2,,,no,NA,29cda473b52e1c75fbfe958ed3aec565,3,-4
Did anyone else know that Iran banned the mullet? That's the one thing they've done that actually agree with.,2,2,,,yes,1,ab46b30d5f936aa0c0749b9fc45db42f,1,-1
Did anyone else read Catcher In The Rye with the voice of Woody Allen narrating? ...Morgan Freeman would be so much better.,2,2,,,no,NA,30a277c368cd776e50dab73b9b16fc88,2,-1
"did lots of stuff today. got to meet cassie's boyfriend, got to see candi and her kid kaden, celebrated candi's and my dad's birthday, screwed around with my brother, and got annoyed by my sister. Still feels like im missing something... but that was my d",1,2,2,,yes,1,NA,2,-3
Did you forget That was even alive Did you forget Everything we ever had Did you forget Did you forget About me Did you regret Ever standing by my side Did you forget What we were feeling inside Now I'm left to forget About us,2,2,,,yes,1,cd86d1e6d68c3770eaec0db419dceb2f,1,-2
Did you know?: 'Fanta' was created and distributed in Germany by Coca-Cola during WW so Coke could continue making profit in Nazi Germany while still maintaining an all American image in the US.,2,2,,,yes,1,d5e8a963a3a0a885e1050d89f6ddd476,2,-1
Didn't expect that Electronics Expo would be so exhausting .... had to rest and eat after going through one area ... and there were more,1,2,2,,no,NA,6bfd37c25ce5f065b34924d28c088e91,1,-2
"Dim TV well soon had to give days notice, but Virgin dropped the charges for all my other services too, as long as stay with them for months.",2,2,,,no,NA,2549774d68d7ccbcba069afb45c7e237,1,-2
"do know??? The Bermuda Triangle used to be the Bermuda Square, until Rajinikanth kicked one of the corners off.",2,2,,,yes,1,87ab3ba2cf5dd6ef4f4807a754dd968b,1,-2
"Doctor Foster went to Gloucester, good thing too as i plan on kidney transplant up there when i'm getting ruined with the lads",2,2,,,yes,1,cd35474fa3c10b9a5eb16c1e7d825fcc,3,-2
"does anybody wanna talk about spirituality right now in the middle of the night? lol. my brain is working too much, can't sleep...",2,2,,,yes,2,5f86969fe97dd82aba8a683fe7ce6460,2,-1
Does anyone know much about the cheap manc to london bus's? trying to work out the cheapest way to get to reading and back,2,2,,,yes,1,a79d99cb1fe61ceea2737bb7fa6f9c53,1,-2
Doesn't see why everyone is so butthurt over petty useless drivel? Should probably act your age instead of ranting around like year old..,1,2,3,,yes,1,216924ec52555944d3d64c52390b359f,2,-3
Don't you hate it when your watching movie and you pick favorite character and then not even minutes later he dies? Happened to me at least times -.-,1,2,3,,yes,1,6262f9ea246e00408561aa9a73c49175,2,-4
"don't you just loooove it when you comment on status and the person who was previously replying, doesn't reply? Ohhhh good times... NOT.",1,2,3,,yes,1,968157017daec34ee86050fe9bd72293,3,-1
"Don't you just love it when you write really good lyric, and manage to put some chords with it? just wrote another one to add to 'Lilli's half-assed ukulele songs' :D",2,2,,,no,NA,968157017daec34ee86050fe9bd72293,4,-1
"Eating sandwich with Marcos: Bun, Mayo, Turkey, Salami, Giant pickle slices (Marcos), Cheese, gummi worms, one jalapeno, spicy chipotle sauce, french dressing, lettuce and tomato. ULTIMATE SANDWICH",2,2,,,no,NA,d5ddeaa8a60fb820a22cf1e62d092539,1,-1
Economist's definition of Ph.D. student: one who foregoes current income in order to forego future income,2,2,,,no,NA,dc9d8b2d0083cf18e8e1d16afc4e5395,1,-1
"Employers are just going to have to get over the fact that they will have to hire people who have little to no experience. If they don't, then when the experienced generation grows old and dies, no one will be able to take over their jobs because they didn't have any opportunity to learn how to do the jobs. So the global economy will be obliterated and humanity will be thrust back into the Dark Ages.",2,2,,,yes,1,cea00424ced413c108d878b1a14f3316,1,-2
