text,userid,negative_yn_self,distortion_yn,quote,magnitude,distortion.category,negative_yn.y,Positive,Negative
"So scared of breaking it that you won't let it bend And wrote two hundred letters will never send Sometimes these cuts are so much deeper than they seem You'd rather cover up, I'd rather let them be So Let me be, and I'll set you free.",db7f1b0130b2138e13b7bbca9cc63823,1,2,,2,,no,1,-4
What is Heart Break? It is laying on the Bathroom floor Trying Your Best to Breath While simultaneously wondering why it went wrong how You are going to get up and pretend like everything is alright and What you are going to do with that hole in your heart Yeah think that's all !,db7f1b0130b2138e13b7bbca9cc63823,1,2,,5,,yes,3,-2
"Her whole life had been lived to background of music, like great river flowing through her spir, highs & low blending into magical rhythms she could never quite express aloud. Often she would let them run free in her mind when she played or dreamed or composed. Now for the first time she let the torrent she felt in her soul run free in her body",db7f1b0130b2138e13b7bbca9cc63823,2,2,,NA,,no,3,-2
"I enjoy serenity. At the park. While you are seating there, Swinging, letting the wind blow pass you As you think. As you dream. As you smile.",db7f1b0130b2138e13b7bbca9cc63823,2,2,,NA,,no,3,-1
"I have pen which is blue, have friend which is you. Flowers will die, waters will dry, but our friendship will never say goodbye. ?",db7f1b0130b2138e13b7bbca9cc63823,2,2,,NA,,yes,2,-3
"So what about infatuation? That's when you think of someone all the time, you go out of your way to be around him//her, and you begin to center your priorities around him//her as well. There is history with this person: Maybe short history, but maybe quite while. You both enjoy being together. You both daydream about each other",db7f1b0130b2138e13b7bbca9cc63823,2,2,,NA,,no,3,-1
"You're going to die Bug !!! *use tissue paper squash* *leave up the tissue paper to see if the bug is still alive* Heh You are going down *Squash again* That's erm...? just to make such don't bug me, BUGGER !!!! *Pass the tissue to maid* Throw away :D -Mission Accomplished-",db7f1b0130b2138e13b7bbca9cc63823,2,2,,NA,,yes,2,-4
i really feel like blowing off my german final tomorrow. i have . in the class so i need to get question right on the entire thing to keep my A,dae3acaecfdf0a87fc17a7b6684a0932,1,1,,3,fortune telling,no,2,-2
tomorrow would be great if my teachers didn't all decide to ruin the day and have all their tests tomorrow,dae3acaecfdf0a87fc17a7b6684a0932,1,2,,3,,yes,3,-2
"paintballing tomorrow with Jeff Fraser, Arjun Singh, Jashn Joshjasonjaysean Chhaya, and some other people",dae3acaecfdf0a87fc17a7b6684a0932,2,2,,NA,,yes,1,-1
"Since the Vancouver Olympics, i've caught myself humming the Canadian national anthem many, many times. like just now.",dae3acaecfdf0a87fc17a7b6684a0932,2,2,,NA,,no,2,-1
a surefire way you need more drunk facebook friendds = get drunk and see that everyones status update is from - hours ago...,d5e8a963a3a0a885e1050d89f6ddd476,2,2,,NA,,yes,2,-2
Did you know?: 'Fanta' was created and distributed in Germany by Coca-Cola during WW so Coke could continue making profit in Nazi Germany while still maintaining an all American image in the US.,d5e8a963a3a0a885e1050d89f6ddd476,2,2,,NA,,yes,2,-1
"Some people like to complicate life, but prefer it simple. The wind hitting your face, music traveling through your ears, that feeling when you take real nice shit and theres almost nothing on the toilet paper when you wipe. That's life. Its not accomplishments, but experiences. It's good times, great memories; not GPAs and GEDs. Long story short, I'm going to start selling heroin. Shh, don't tell anyone.",d5e8a963a3a0a885e1050d89f6ddd476,2,2,,NA,,yes,3,-3
Birdhouse = Solidworks In PROGRESS! % Rendered Finished watching the last half of Shutter Island. Studying SAT in about minutes.,d5ddeaa8a60fb820a22cf1e62d092539,2,2,,NA,,no,4,-1
"Eating sandwich with Marcos: Bun, Mayo, Turkey, Salami, Giant pickle slices (Marcos), Cheese, gummi worms, one jalapeno, spicy chipotle sauce, french dressing, lettuce and tomato. ULTIMATE SANDWICH",d5ddeaa8a60fb820a22cf1e62d092539,2,2,,NA,,no,1,-1
"Change leads to Uncertainty, and Uncertainty opens Opportunity. These are very Serendipidist days - what will the next Synchronistic moment provide. Adaptable, Humble, and Persitant. Bwomp Bwomp Bwomp Bwomp",d54fc1c6f03862c4b310f0a1e5105cef,2,2,,NA,,yes,1,-1
"i just wanna remind everyone or tell that Pahola Janira Zepeda is pretty awesome and cool, to be honest i kinda wish, i was like her :( but yeah she's awesome :D",d5380466e18422d7b2c2d54d57cbbde2,1,1,,1,unfair comparison,no,5,-2
Creepy people are creepy... Some guy sat right next to me while was waiting for the train... Like... Almost on my lap... And now he's followed me onto the carriage that got on trying to get away from him... Ick!,d5380466e18422d7b2c2d54d57cbbde2,1,2,,4,,yes,2,-1
"Jeepers... Got my exam timetable already... But it feels like only started uni week ago!!! Eep!!! Although, they're teaching us crisis handling skills in the weeks before the exam... Can't say we're not skilled to handle the pressure... Not sure if that's good or bad thing... :S",d5380466e18422d7b2c2d54d57cbbde2,1,2,,1,,yes,3,-3
My romanticised notion of guitar ownership has been somewhat diminished after having to change all the strings because the person in the instrument shop gave me the wrong gauge and couldn't be bothered going back. And now need new bridge pins. So I'm going to have to go back anyway. And feel nauseous and moody. Blah.,d5380466e18422d7b2c2d54d57cbbde2,1,2,,4,,yes,4,-3
camping at Woy Woy... no reception & sunscreen allergy my only worries... Took some great photos at the beach... Having an awesome time...,d5380466e18422d7b2c2d54d57cbbde2,2,2,,NA,,yes,4,-4
"I love spring!! We get all sorts of awesome visitors! Tonight, handsome little froggy came to see me. :)",d5380466e18422d7b2c2d54d57cbbde2,2,2,,NA,,yes,5,-1
Just had to do timed online assessment. The signal dropped out at the very begining and by the time reconnected had minutes to complete it. Talk about an adrenaline rush....,d5380466e18422d7b2c2d54d57cbbde2,2,2,,NA,,yes,1,-1
My siblings are deciding whether I'm Darth Sidious or Chancellor Palpatine... Because I'm walking around in snuggy...,d5380466e18422d7b2c2d54d57cbbde2,2,2,,NA,,yes,1,-1
"Right... As much as love Spain, I'm going to bed! Vamos Espa??a!!! want you to give me good news in the morning! Andale!!",d5380466e18422d7b2c2d54d57cbbde2,2,2,,NA,,no,4,-1
"RT @DrRobi_S Humility = willingness to learn, grow & improve; Pride = excuses & justifications for current behaviour.",d5380466e18422d7b2c2d54d57cbbde2,2,2,,NA,,yes,2,-1
"So Ps. Ian Woods was pretty epic in the /Dad's Life/"" video clip... I'll share it as soon as it's up on Vimeo...""",d5380466e18422d7b2c2d54d57cbbde2,2,2,,NA,,no,3,-1
"Watermelon... Wait, no... Nectarine.... Hang on... Kiwifruit... Rockmelon? Kumquat? Persimmon? Mandarin??? Mango??? Are you all breast cancer aware now???",d5380466e18422d7b2c2d54d57cbbde2,2,2,,NA,,no,1,-4
"You've got your scars and You've got your birthmarks You've got Toronto hiding on your hip, honey You've got your secrets You've got your regrets Darling, we all do...",d5380466e18422d7b2c2d54d57cbbde2,2,2,,NA,,yes,2,-2
"Arg, Why cant i ever truly relax. i feel like the newer Toyotas with the gas peddle stuck, but this time it's pressed all the way to the floor and no way to fix it.",d4c98fcaa23c3da6a9cb4297e9574ae9,1,1,,3,emotional reasoning,yes,3,-1
"I drown myself in distractions to avoid the truth but it all just hurts worse, why do i do this to myself ~Signature: Killing good",d4c98fcaa23c3da6a9cb4297e9574ae9,1,1,,4,negative filter,yes,3,-3
"a word to the wise do NOT piss off the guy who, not only knows more about computers than you, is fixing your computer; youll get very nasty surprise",d4c98fcaa23c3da6a9cb4297e9574ae9,1,2,,2,,yes,1,-4
at the point where life is not only living hell but heaven too. the desision is no longer about choosing which way to go to but how to avoid them both.,d4c98fcaa23c3da6a9cb4297e9574ae9,1,2,,2,,yes,2,-2
"ALL Government Officials, if you feel the need to stop paying our military personnel, then think you should feel the need to stop paying yourselves. I'd like to see you support your family without paycheck! By the way, maybe if you take your paycheck down to less than $ it would help some of the budget issues in America. I'd like to see you survive on enlisted military personnel pay! RE-POST if you AGREE!!",d4c98fcaa23c3da6a9cb4297e9574ae9,2,2,,NA,,yes,3,-1
This is strange. The first few days of summer have gone by slowly but they haven't been boring either -I like this!,d3582916ef22700cebb70f5cdedc1da9,2,2,,NA,,no,3,-2
-.- I'm okay... Just fine... @.@ Why do bother lying to myself!? AAAAAAAHHH!!! DON'T WANNA DO THAT LONG ORAL! >.> I-I-I'M SICK! THE TIRE BLEW OUT! >.< PIRATES COMMANDEERED THE LIFE-RAFT AND CAN'T SWIM! I'LL DROWN WHEN THE SHIP GOES DOWN! NNNNYYYYYYOOOOOOOUUUU! ... -.- But seriously I'm okay. My panic switch is in the off position. <.< It just looks like its on because it's an optic illusion...,d2fd0e6603da3520e02315e11b009fbf,1,2,,4,,yes,3,-5
"GAAAAHHH!!!! HATE MOOD SWINGS!!! >.< ONE MOMENT YOU WANT TO HIDE IN CORNER, THE NEXT YOU WANT TO GO UP TO SOME RANDOM PERSON'S DOOR AND DANCE THE POKA BECAUSE YOU HAVE TO MUCH ENERGY!!! (exageration, would never force someone don't know to watch me dance the poka.)",d2fd0e6603da3520e02315e11b009fbf,1,2,,4,,yes,3,-5
XO I'm dead... Procrastinator + pg. essay = trouble for GPA of the said procrastinator. (Figures may vary...),d2fd0e6603da3520e02315e11b009fbf,1,2,,3,,yes,1,-3
Oh my gosh!!! finally got to watch wicked and loved it!! T.T I'm such baby... cried. Then when watched it second time balled on the opening song 'No One Mourns the Wicked.',d2fd0e6603da3520e02315e11b009fbf,2,2,,NA,,yes,5,-4
so come to find out there are few people that aren't happy with me and certain someone hanging out lately. FYI its nobodies business what we do. were happy and having good time and were not doing anything stupid. so quit the drama that's why i stopped hanging out at places like waffle house in the first place. thx bye.,d20ad22d61822231f4d3c005942351b1,1,1,,4,mind-reading,yes,3,-3
Part of disclaimer for note: Blame English class for all depressing views expressed. They are what the school deems to call /English,d177a27cdcf11df2e6e09de9620e9c5e,1,2,,1,,yes,1,-4
"Pocket watches are awesome. Unfortunately, it seems way too many cost over $ . Dang it, I'm just gonna go with one of the $ ones from Amazon or something...",d177a27cdcf11df2e6e09de9620e9c5e,1,2,,1,,no,4,-2
"The first thunder heard sounded like it broke my neighbor's window or something. Actually, scratch that; it sounded like it broke my window.",d177a27cdcf11df2e6e09de9620e9c5e,1,2,,2,,yes,2,-3
"Alright. think I've begun to remember some of my dreams recently. The problem here is that all the ones remember seem to involve me falling, being injured, or being attacked... What happened to happy dreams?",d177a27cdcf11df2e6e09de9620e9c5e,2,2,,NA,,yes,2,-3
Anyone know who teaches Digital Electronics? And anyone know if it's good course // if it's even taught?,d177a27cdcf11df2e6e09de9620e9c5e,2,2,,NA,,no,3,-1
"So. went on ship and spent day in Mexico and ate seafood in New Orleans. It all was quite nice. Now, come back to St. Louis, and what's the first thing to happen? get cold. There seems to be small problem here.",d177a27cdcf11df2e6e09de9620e9c5e,2,2,,NA,,yes,3,-2
"The man who insists on seeing with perfect clearness before he decides, never decides. Henri-Fr??d??ric Amiel",cfb021cfbff46ffdb75c7dcafe7c2087,1,2,,2,,yes,3,-1
"?""Smile and others will smile back. Smile to show how transparent, how candid you are. Smile if you have nothing to say. Most of all, do not hide the fact you have nothing to say nor your total indifference to others. Let this emptiness, this profound indifference shine out spontaneously in your smile.?"" Jean Baudrillard",cfb021cfbff46ffdb75c7dcafe7c2087,2,2,,NA,,no,3,-3
"just got stuck on the highway in Torrential downpour and so windy could see not even feet in front of the vehicle, sooo scary!!! Im done for the weekend! Think that will just stay home!!",cfb021cfbff46ffdb75c7dcafe7c2087,2,2,,NA,,yes,2,-5
"ok ~ to anyone who was bit disturbed by the phone situation: it is now fixed. i get calls again. sorry abt that..! t-mobile lied, but they fixed their mistake... ;)",cf5a3f66c42918587a1428a6f7d7eec9,1,2,,2,,yes,1,-3
"-->[PHONE]<-- to reduce my bill [by quite bit] got rid of ALL minutes...it IS still possible to call me, but since it's $. //min, even less likely to answer now than before... so PLEASE use text//email//IM [all still unlimited]... if you need to call, my alternate # - - is free for INCOMING calls [not cell tho~it's on my computer]",cf5a3f66c42918587a1428a6f7d7eec9,2,2,,NA,,no,3,-2
"*...you know, you can't go on * thinking * nothing's wrong * who's gonna drive you home * tonight..?*",cf5a3f66c42918587a1428a6f7d7eec9,2,2,,NA,,yes,1,-2
"Dear customer: If tell you can't do something, looking at me like I'm piece of white trash and arguing will not give me the ability nor the desire to break procedure.",cea00424ced413c108d878b1a14f3316,1,2,,4,,yes,2,-2
"Homework over break kinda defeats the purpose of the break. XP Ah, well. Just couple more days of classes and I'm done, so can deal with it.",cea00424ced413c108d878b1a14f3316,1,2,,2,,yes,2,-1
just had an encounter with what was the largest arachnid she's every seen!!! She's scared to put her feet on the floor for more than seconds for fear that it would come back from the dead and crawl on them or bite them. O_O,cea00424ced413c108d878b1a14f3316,1,2,,4,,yes,2,-4
"So textbook shopping was, in word, unsuccessful. Hope don't need any of them tomorrow. am now going to commemorate my last day of freedom with few hours of Guitar Hero. :D",cea00424ced413c108d878b1a14f3316,1,2,,3,,yes,3,-3
So y'know how it seems my class can't get through lab without something going wrong. The lab group two stations down and one across from us managed to break their Buchner funnel and water went everywhere. thought it was just water...I just found holes that something burned through my shirt.,cea00424ced413c108d878b1a14f3316,1,2,,2,,yes,1,-2
